,x1,x2
0,0.0018309590465255265,0.000458782588092177
1,0.0490101023832028,7.531390176263031e-05
2,0.00038863143699918723,0.7163148590002055
3,3.636050127653334e-09,1.3976810153693009e-08
4,0.05690159872338518,0.017603016202844657
5,0.0018322174783362843,0.0
6,0.0,1.1867639298390742e-05
7,0.0,0.0270687687073754
8,0.0,1.4180605513391953e-05
9,7.098919962977845e-08,0.12134863807837482
10,5.847416086890433e-07,2.781979897559239e-07
11,0.0,0.08456549403074787
12,0.0036668924262466263,0.4319845217959253
13,4.88059415104658e-08,0.9286713772006268
14,8.403773458121044e-05,7.21214952403848e-06
15,2.4228168047812915e-05,0.0
16,2.9117390871524762e-05,0.0
17,0.1738229890427334,1.8312896757109771
18,0.0,0.0
19,0.36475597931452897,3.6751764740383663e-06
20,0.00035790914638322846,9.298748411490365e-06
21,1.681771475992022e-05,0.0
22,0.31144142784976836,0.006364196462482985
23,0.0,0.7519231265226063
24,6.7197820374892245,3.772950110780826e-06
25,2.4339407511675404e-07,2.771654708872038
26,1.9011184425769292,0.0
27,0.0,0.00015532804796403177
28,7.03856105177536e-07,0.0
29,0.0,0.0009954660722881759
30,0.3363200278520728,2.1931527274254847e-06
31,0.000384340132639549,8.690872398409155e-06
32,7.973517315296164e-07,5.35100471710237e-07
33,0.09783090983681086,0.018674841335030834
34,1.922958398736796e-06,0.0423524968998803
35,1.5874588317199567e-06,0.14128784799979455
36,0.08346900867051898,0.00036560305394939263
37,0.006500800075690538,0.0
38,0.014413984472044339,0.0
39,0.1381890029161139,2.3433638989267536e-06
40,0.10695126501371433,1.726191658057985e-06
41,4.858175035371559e-06,3.811913436013725e-07
42,2.1618046554639108,0.006736891102780973
43,0.06690284427609283,4.382959624837923e-05
44,0.0033545332316096133,1.412315379234101
45,0.036731002533061385,0.0002626051845009414
46,0.10332812698855554,0.0032854474976173886
47,4.7459792103854426e-05,0.0
48,2.0103590436804097e-07,0.03662127521704095
49,0.0,1.5171877439026644
